#space_1 ell_1 scale_1 space_2 ell_2 scale_2 covariance
0 0 0.095179 0 0 0.15511 613.8842
0 0 0.095179 0 0 0.165106 1505.01
0 0 0.095179 0 0 0.175099 1456.998
0 0 0.095179 0 0 0.185092 1055.411
0 0 0.095179 0 0 0.195086 886.3054
0 0 0.095179 0 0 0.205085 1487.36
0 0 0.095179 0 0 0.215079 855.7394
0 0 0.095179 0 0 0.225074 876.4117
0 0 0.095179 0 0 0.235071 1321.312
0 0 0.095179 0 0 0.245068 1223.017
0 0 0.095179 0 0 0.255064 917.9249
0 0 0.095179 0 0 0.265062 315.3401
0 0 0.095179 0 0 0.275059 1063.495
0 0 0.095179 0 0 0.285055 505.535
0 0 0.095179 0 0 0.295057 574.3694
0 0 0.095179 0 0 0.305058 215.7802
0 0 0.095179 0 0 0.315054 182.5079
0 0 0.095179 0 2 0.007493 -59064.99
0 0 0.095179 0 2 0.016066 42071.99
0 0 0.095179 0 2 0.025663 -3313.609
0 0 0.095179 0 2 0.035474 11345.92
0 0 0.095179 0 2 0.045364 -24498.64
0 0 0.095179 0 2 0.055298 -3292.762
0 0 0.095179 0 2 0.065259 -3737.319
0 0 0.095179 0 2 0.075226 4265.613
0 0 0.095179 0 2 0.0852 9247.223
0 0 0.095179 0 2 0.095179 -4357.392
0 0 0.095179 0 2 0.105167 5020.112
0 0 0.095179 0 2 0.115153 4167.039
0 0 0.095179 0 2 0.125138 -1305.81
0 0 0.095179 0 2 0.135129 -4134.632
0 0 0.095179 0 2 0.145115 -2541.696
0 0 0.095179 0 2 0.15511 1701.789
0 0 0.095179 0 2 0.165106 659.2132
0 0 0.095179 0 2 0.175099 1814.34
0 0 0.095179 0 2 0.185092 1168.8
0 0 0.095179 0 2 0.195086 3218.802
0 0 0.095179 0 2 0.205085 673.9643
0 0 0.095179 0 2 0.215079 -1061.654
0 0 0.095179 0 2 0.225074 -280.1783
0 0 0.095179 0 2 0.235071 877.9237
0 0 0.095179 0 2 0.245068 -415.5617
0 0 0.095179 0 2 0.255064 -462.1319
0 0 0.095179 0 2 0.265062 682.9138
0 0 0.095179 0 2 0.275059 -1296.951
0 0 0.095179 0 2 0.285055 -1594.51
0 0 0.095179 0 2 0.295057 -341.4404
0 0 0.095179 0 2 0.305058 311.5689
0 0 0.095179 0 2 0.315054 -273.959
0 0 0.105167 0 0 0.007493 -21262.73
0 0 0.105167 0 0 0.016066 -39648.07
0 0 0.105167 0 0 0.025663 -4926.761
0 0 0.105167 0 0 0.035474 -13635.28
0 0 0.105167 0 0 0.045364 3590.52
0 0 0.105167 0 0 0.055298 3244.87
0 0 0.105167 0 0 0.065259 377.0852
0 0 0.105167 0 0 0.075226 449.5061
0 0 0.105167 0 0 0.0852 6921.105
0 0 0.105167 0 0 0.095179 10691.57
0 0 0.105167 0 0 0.105167 41945.47
0 0 0.105167 0 0 0.115153 8429.172
0 0 0.105167 0 0 0.125138 1500.763
0 0 0.105167 0 0 0.135129 1524.06
0 0 0.105167 0 0 0.145115 1312.528
0 0 0.105167 0 0 0.15511 909.7681
0 0 0.105167 0 0 0.165106 1592.843
0 0 0.105167 0 0 0.175099 1422.393
0 0 0.105167 0 0 0.185092 1094.28
0 0 0.105167 0 0 0.195086 1292.328
0 0 0.105167 0 0 0.205085 1178.999
0 0 0.105167 0 0 0.215079 1069.0
0 0 0.105167 0 0 0.225074 561.7364
0 0 0.105167 0 0 0.235071 818.5602
0 0 0.105167 0 0 0.245068 1579.615
0 0 0.105167 0 0 0.255064 1498.245
0 0 0.105167 0 0 0.265062 289.1956
0 0 0.105167 0 0 0.275059 439.8269
0 0 0.105167 0 0 0.285055 651.3958
0 0 0.105167 0 0 0.295057 760.9208
0 0 0.105167 0 0 0.305058 259.6008
0 0 0.105167 0 0 0.315054 -111.7557
0 0 0.105167 0 2 0.007493 -44118.88
0 0 0.105167 0 2 0.016066 91592.63
0 0 0.105167 0 2 0.025663 3177.916
0 0 0.105167 0 2 0.035474 4675.224
0 0 0.105167 0 2 0.045364 -15122.67
0 0 0.105167 0 2 0.055298 -17873.13
0 0 0.105167 0 2 0.065259 -6644.021
0 0 0.105167 0 2 0.075226 3026.195
0 0 0.105167 0 2 0.0852 1860.631
0 0 0.105167 0 2 0.095179 7743.76
0 0 0.105167 0 2 0.105167 -6028.329
0 0 0.105167 0 2 0.115153 4138.278
0 0 0.105167 0 2 0.125138 -71.09113
0 0 0.105167 0 2 0.135129 573.2523
0 0 0.105167 0 2 0.145115 209.7652
0 0 0.105167 0 2 0.15511 1288.113
0 0 0.105167 0 2 0.165106 -627.7756
0 0 0.105167 0 2 0.175099 1032.719
0 0 0.105167 0 2 0.185092 -180.0082
0 0 0.105167 0 2 0.195086 -211.8761
0 0 0.105167 0 2 0.205085 -100.3995
0 0 0.105167 0 2 0.215079 -469.3761
0 0 0.105167 0 2 0.225074 -607.6166
0 0 0.105167 0 2 0.235071 795.322
0 0 0.105167 0 2 0.245068 -39.5806
0 0 0.105167 0 2 0.255064 446.7486
0 0 0.105167 0 2 0.265062 396.1809
0 0 0.105167 0 2 0.275059 -330.9823
0 0 0.105167 0 2 0.285055 -186.3742
0 0 0.105167 0 2 0.295057 336.717
0 0 0.105167 0 2 0.305058 687.4271
0 0 0.105167 0 2 0.315054 512.3476
0 0 0.115153 0 0 0.007493 84811.06
0 0 0.115153 0 0 0.016066 5398.899
0 0 0.115153 0 0 0.025663 -4158.11
0 0 0.115153 0 0 0.035474 -1460.479
0 0 0.115153 0 0 0.045364 8453.911
0 0 0.115153 0 0 0.055298 1985.71
0 0 0.115153 0 0 0.065259 368.7779
0 0 0.115153 0 0 0.075226 1549.406
0 0 0.115153 0 0 0.0852 1223.439
0 0 0.115153 0 0 0.095179 2708.427
0 0 0.115153 0 0 0.105167 8429.172
0 0 0.115153 0 0 0.115153 29336.31
0 0 0.115153 0 0 0.125138 4838.73
0 0 0.115153 0 0 0.135129 599.5545
0 0 0.115153 0 0 0.145115 130.3732
0 0 0.115153 0 0 0.15511 1633.557
0 0 0.115153 0 0 0.165106 821.1297
0 0 0.115153 0 0 0.175099 1161.977
0 0 0.115153 0 0 0.185092 803.4445
0 0 0.115153 0 0 0.195086 1026.839
0 0 0.115153 0 0 0.205085 733.762
0 0 0.115153 0 0 0.215079 203.4455
0 0 0.115153 0 0 0.225074 460.7912
0 0 0.115153 0 0 0.235071 525.4471
0 0 0.115153 0 0 0.245068 502.5445
0 0 0.115153 0 0 0.255064 473.7837
0 0 0.115153 0 0 0.265062 373.534
0 0 0.115153 0 0 0.275059 -177.0351
0 0 0.115153 0 0 0.285055 502.047
0 0 0.115153 0 0 0.295057 463.7164
0 0 0.115153 0 0 0.305058 468.3742
0 0 0.115153 0 0 0.315054 331.2398
0 0 0.115153 0 2 0.007493 62332.64
0 0 0.115153 0 2 0.016066 61331.6
0 0 0.115153 0 2 0.025663 11250.55
0 0 0.115153 0 2 0.035474 -12447.39
0 0 0.115153 0 2 0.045364 -6408.614
0 0 0.115153 0 2 0.055298 4453.925
0 0 0.115153 0 2 0.065259 2022.587
0 0 0.115153 0 2 0.075226 3467.495
0 0 0.115153 0 2 0.0852 4122.912
0 0 0.115153 0 2 0.095179 1655.051
0 0 0.115153 0 2 0.105167 6146.207
0 0 0.115153 0 2 0.115153 -5249.126
0 0 0.115153 0 2 0.125138 -24.98313
0 0 0.115153 0 2 0.135129 -143.0544
0 0 0.115153 0 2 0.145115 -1593.449
0 0 0.115153 0 2 0.15511 -47.80316
0 0 0.115153 0 2 0.165106 862.7832
0 0 0.115153 0 2 0.175099 572.1658
0 0 0.115153 0 2 0.185092 1066.102
0 0 0.115153 0 2 0.195086 1317.373
0 0 0.115153 0 2 0.205085 341.3568
0 0 0.115153 0 2 0.215079 -266.3026
0 0 0.115153 0 2 0.225074 877.1815
0 0 0.115153 0 2 0.235071 -192.5203
0 0 0.115153 0 2 0.245068 50.50558
0 0 0.115153 0 2 0.255064 59.01305
0 0 0.115153 0 2 0.265062 22.03895
0 0 0.115153 0 2 0.275059 130.3268
0 0 0.115153 0 2 0.285055 -458.8971
0 0 0.115153 0 2 0.295057 1201.187
0 0 0.115153 0 2 0.305058 619.9927
0 0 0.115153 0 2 0.315054 359.9515
0 0 0.125138 0 0 0.007493 14275.99
0 0 0.125138 0 0 0.016066 18923.67
0 0 0.125138 0 0 0.025663 -1518.375
0 0 0.125138 0 0 0.035474 6212.168
0 0 0.125138 0 0 0.045364 8523.963
0 0 0.125138 0 0 0.055298 892.2354
0 0 0.125138 0 0 0.065259 3500.466
0 0 0.125138 0 0 0.075226 709.9185
0 0 0.125138 0 0 0.0852 4666.206
0 0 0.125138 0 0 0.095179 346.0876
0 0 0.125138 0 0 0.105167 1500.763
0 0 0.125138 0 0 0.115153 4838.73
0 0 0.125138 0 0 0.125138 22989.91
0 0 0.125138 0 0 0.135129 4502.347
0 0 0.125138 0 0 0.145115 64.26862
0 0 0.125138 0 0 0.15511 905.6683
0 0 0.125138 0 0 0.165106 122.7091
0 0 0.125138 0 0 0.175099 1236.523
0 0 0.125138 0 0 0.185092 524.1328
0 0 0.125138 0 0 0.195086 847.0091
0 0 0.125138 0 0 0.205085 650.1448
0 0 0.125138 0 0 0.215079 414.1149
0 0 0.125138 0 0 0.225074 1020.04
0 0 0.125138 0 0 0.235071 575.1097
0 0 0.125138 0 0 0.245068 568.1352
0 0 0.125138 0 0 0.255064 567.9973
0 0 0.125138 0 0 0.265062 493.9651
0 0 0.125138 0 0 0.275059 175.0168
0 0 0.125138 0 0 0.285055 479.9579
0 0 0.125138 0 0 0.295057 339.0598
0 0 0.125138 0 0 0.305058 604.9537
0 0 0.125138 0 0 0.315054 296.4701
0 0 0.125138 0 2 0.007493 11781.27
0 0 0.125138 0 2 0.016066 -24506.77
0 0 0.125138 0 2 0.025663 12020.53
0 0 0.125138 0 2 0.035474 24087.65
0 0 0.125138 0 2 0.045364 -1299.831
0 0 0.125138 0 2 0.055298 -1755.51
0 0 0.125138 0 2 0.065259 -3149.541
0 0 0.125138 0 2 0.075226 5536.02
0 0 0.125138 0 2 0.0852 2546.183
0 0 0.125138 0 2 0.095179 -1633.116
0 0 0.125138 0 2 0.105167 1951.072
0 0 0.125138 0 2 0.115153 3980.94
0 0 0.125138 0 2 0.125138 -3916.291
0 0 0.125138 0 2 0.135129 -222.3985
0 0 0.125138 0 2 0.145115 71.86508
0 0 0.125138 0 2 0.15511 2425.193
0 0 0.125138 0 2 0.165106 2193.599
0 0 0.125138 0 2 0.175099 -198.0721
0 0 0.125138 0 2 0.185092 342.1037
0 0 0.125138 0 2 0.195086 2124.56
0 0 0.125138 0 2 0.205085 740.0158
0 0 0.125138 0 2 0.215079 -520.7336
0 0 0.125138 0 2 0.225074 271.6215
0 0 0.125138 0 2 0.235071 -854.7892
0 0 0.125138 0 2 0.245068 -102.0206
0 0 0.125138 0 2 0.255064 479.7672
0 0 0.125138 0 2 0.265062 826.2407
0 0 0.125138 0 2 0.275059 360.6146
0 0 0.125138 0 2 0.285055 728.729
0 0 0.125138 0 2 0.295057 341.7292
0 0 0.125138 0 2 0.305058 -465.2059
0 0 0.125138 0 2 0.315054 -89.84056
0 0 0.135129 0 0 0.007493 19004.58
0 0 0.135129 0 0 0.016066 7055.809
0 0 0.135129 0 0 0.025663 -4341.48
0 0 0.135129 0 0 0.035474 -1224.712
0 0 0.135129 0 0 0.045364 4211.375
0 0 0.135129 0 0 0.055298 5844.975
0 0 0.135129 0 0 0.065259 1949.139
0 0 0.135129 0 0 0.075226 2007.882
0 0 0.135129 0 0 0.0852 1036.209
0 0 0.135129 0 0 0.095179 644.4024
0 0 0.135129 0 0 0.105167 1524.06
0 0 0.135129 0 0 0.115153 599.5545
0 0 0.135129 0 0 0.125138 4502.347
0 0 0.135129 0 0 0.135129 18836.73
0 0 0.135129 0 0 0.145115 3343.249
0 0 0.135129 0 0 0.15511 1834.525
0 0 0.135129 0 0 0.165106 783.5466
0 0 0.135129 0 0 0.175099 1224.953
0 0 0.135129 0 0 0.185092 578.17
0 0 0.135129 0 0 0.195086 854.7378
0 0 0.135129 0 0 0.205085 514.6474
0 0 0.135129 0 0 0.215079 436.2562
0 0 0.135129 0 0 0.225074 1063.482
0 0 0.135129 0 0 0.235071 688.4894
0 0 0.135129 0 0 0.245068 879.6511
0 0 0.135129 0 0 0.255064 337.92
0 0 0.135129 0 0 0.265062 154.821
0 0 0.135129 0 0 0.275059 387.2412
0 0 0.135129 0 0 0.285055 245.3029
0 0 0.135129 0 0 0.295057 329.7501
0 0 0.135129 0 0 0.305058 409.3358
0 0 0.135129 0 0 0.315054 463.4939
0 0 0.135129 0 2 0.007493 -75906.56
0 0 0.135129 0 2 0.016066 -13712.77
0 0 0.135129 0 2 0.025663 16312.46
0 0 0.135129 0 2 0.035474 16219.34
0 0 0.135129 0 2 0.045364 -11254.47
0 0 0.135129 0 2 0.055298 -5738.36
0 0 0.135129 0 2 0.065259 4059.36
0 0 0.135129 0 2 0.075226 -4149.255
0 0 0.135129 0 2 0.0852 2197.786
0 0 0.135129 0 2 0.095179 307.4763
0 0 0.135129 0 2 0.105167 4035.082
0 0 0.135129 0 2 0.115153 2931.862
0 0 0.135129 0 2 0.125138 2403.482
0 0 0.135129 0 2 0.135129 -2164.855
0 0 0.135129 0 2 0.145115 2450.162
0 0 0.135129 0 2 0.15511 -273.7313
0 0 0.135129 0 2 0.165106 518.4058
0 0 0.135129 0 2 0.175099 1626.352
0 0 0.135129 0 2 0.185092 718.2515
0 0 0.135129 0 2 0.195086 -180.888
0 0 0.135129 0 2 0.205085 -17.83062
0 0 0.135129 0 2 0.215079 -291.1675
0 0 0.135129 0 2 0.225074 366.2778
0 0 0.135129 0 2 0.235071 199.2192
0 0 0.135129 0 2 0.245068 244.0213
0 0 0.135129 0 2 0.255064 -124.8863
0 0 0.135129 0 2 0.265062 457.5514
0 0 0.135129 0 2 0.275059 181.5847
0 0 0.135129 0 2 0.285055 -31.36581
0 0 0.135129 0 2 0.295057 -297.5317
0 0 0.135129 0 2 0.305058 -96.13669
0 0 0.135129 0 2 0.315054 20.37917
0 0 0.145115 0 0 0.007493 -7632.76
0 0 0.145115 0 0 0.016066 -8100.506
0 0 0.145115 0 0 0.025663 -278.4685
0 0 0.145115 0 0 0.035474 300.7803
0 0 0.145115 0 0 0.045364 3463.722
0 0 0.145115 0 0 0.055298 3416.861
0 0 0.145115 0 0 0.065259 1900.81
0 0 0.145115 0 0 0.075226 1392.516
0 0 0.145115 0 0 0.0852 1748.066
0 0 0.145115 0 0 0.095179 -284.7946
0 0 0.145115 0 0 0.105167 1312.528
0 0 0.145115 0 0 0.115153 130.3732
0 0 0.145115 0 0 0.125138 64.26862
0 0 0.145115 0 0 0.135129 3343.249
0 0 0.145115 0 0 0.145115 14979.09
0 0 0.145115 0 0 0.15511 3236.655
0 0 0.145115 0 0 0.165106 884.6814
0 0 0.145115 0 0 0.175099 792.5949
0 0 0.145115 0 0 0.185092 742.6723
0 0 0.145115 0 0 0.195086 650.8577
0 0 0.145115 0 0 0.205085 873.5012
0 0 0.145115 0 0 0.215079 437.1049
0 0 0.145115 0 0 0.225074 793.2334
0 0 0.145115 0 0 0.235071 545.6324
0 0 0.145115 0 0 0.245068 -2.076606
0 0 0.145115 0 0 0.255064 238.6316
0 0 0.145115 0 0 0.265062 287.1943
0 0 0.145115 0 0 0.275059 328.3088
0 0 0.145115 0 0 0.285055 220.1948
0 0 0.145115 0 0 0.295057 620.6704
0 0 0.145115 0 0 0.305058 361.4128
0 0 0.145115 0 0 0.315054 415.4028
0 0 0.145115 0 2 0.007493 -30566.9
0 0 0.145115 0 2 0.016066 -9963.759
0 0 0.145115 0 2 0.025663 25245.98
0 0 0.145115 0 2 0.035474 9680.629
0 0 0.145115 0 2 0.045364 2606.778
0 0 0.145115 0 2 0.055298 -4193.583
0 0 0.145115 0 2 0.065259 504.7893
0 0 0.145115 0 2 0.075226 -2181.034
0 0 0.145115 0 2 0.0852 5884.755
0 0 0.145115 0 2 0.095179 171.0099
0 0 0.145115 0 2 0.105167 1070.095
0 0 0.145115 0 2 0.115153 1817.309
0 0 0.145115 0 2 0.125138 2354.315
0 0 0.145115 0 2 0.135129 3953.186
0 0 0.145115 0 2 0.145115 13.47987
0 0 0.145115 0 2 0.15511 1767.323
0 0 0.145115 0 2 0.165106 1484.476
0 0 0.145115 0 2 0.175099 109.4568
0 0 0.145115 0 2 0.185092 -784.3458
0 0 0.145115 0 2 0.195086 -13.0855
0 0 0.145115 0 2 0.205085 -564.9598
0 0 0.145115 0 2 0.215079 81.44914
0 0 0.145115 0 2 0.225074 -374.7171
0 0 0.145115 0 2 0.235071 -101.7703
0 0 0.145115 0 2 0.245068 294.3294
0 0 0.145115 0 2 0.255064 327.3736
0 0 0.145115 0 2 0.265062 39.54489
0 0 0.145115 0 2 0.275059 86.89688
0 0 0.145115 0 2 0.285055 -366.9108
0 0 0.145115 0 2 0.295057 -25.29175
0 0 0.145115 0 2 0.305058 486.6349
0 0 0.145115 0 2 0.315054 187.2409
0 0 0.15511 0 0 0.007493 19558.27
0 0 0.15511 0 0 0.016066 12554.15
0 0 0.15511 0 0 0.025663 -4288.566
0 0 0.15511 0 0 0.035474 -31.45598
0 0 0.15511 0 0 0.045364 5352.069
0 0 0.15511 0 0 0.055298 5209.536
0 0 0.15511 0 0 0.065259 2689.701
0 0 0.15511 0 0 0.075226 2059.29
0 0 0.15511 0 0 0.0852 1627.609
0 0 0.15511 0 0 0.095179 613.8842
0 0 0.15511 0 0 0.105167 909.7681
0 0 0.15511 0 0 0.115153 1633.557
0 0 0.15511 0 0 0.125138 905.6683
0 0 0.15511 0 0 0.135129 1834.525
0 0 0.15511 0 0 0.145115 3236.655
0 0 0.15511 0 0 0.15511 11828.76
0 0 0.15511 0 0 0.165106 2406.587
0 0 0.15511 0 0 0.175099 1057.435
0 0 0.15511 0 0 0.185092 491.3527
0 0 0.15511 0 0 0.195086 778.8852
0 0 0.15511 0 0 0.205085 843.7934
0 0 0.15511 0 0 0.215079 359.9793
0 0 0.15511 0 0 0.225074 595.355
0 0 0.15511 0 0 0.235071 659.8246
0 0 0.15511 0 0 0.245068 270.9532
0 0 0.15511 0 0 0.255064 301.7429
0 0 0.15511 0 0 0.265062 395.7337
0 0 0.15511 0 0 0.275059 179.991
0 0 0.15511 0 0 0.285055 132.6198
0 0 0.15511 0 0 0.295057 503.1297
0 0 0.15511 0 0 0.305058 468.6198
0 0 0.15511 0 0 0.315054 148.2788
0 0 0.15511 0 2 0.007493 -72929.93
0 0 0.15511 0 2 0.016066 -16030.45
0 0 0.15511 0 2 0.025663 -7443.274
0 0 0.15511 0 2 0.035474 7364.587
0 0 0.15511 0 2 0.045364 7137.664
0 0 0.15511 0 2 0.055298 -4302.779
0 0 0.15511 0 2 0.065259 1212.193
0 0 0.15511 0 2 0.075226 -3732.053
0 0 0.15511 0 2 0.0852 -72.40819
0 0 0.15511 0 2 0.095179 1229.12
0 0 0.15511 0 2 0.105167 974.8109
0 0 0.15511 0 2 0.115153 4438.311
0 0 0.15511 0 2 0.125138 1449.596
0 0 0.15511 0 2 0.135129 -345.864
0 0 0.15511 0 2 0.145115 3176.787
0 0 0.15511 0 2 0.15511 -226.3126
0 0 0.15511 0 2 0.165106 2406.861
0 0 0.15511 0 2 0.175099 1477.767
0 0 0.15511 0 2 0.185092 900.6971
0 0 0.15511 0 2 0.195086 606.2085
0 0 0.15511 0 2 0.205085 555.4955
0 0 0.15511 0 2 0.215079 431.6561
0 0 0.15511 0 2 0.225074 -40.02393
0 0 0.15511 0 2 0.235071 444.4581
0 0 0.15511 0 2 0.245068 740.5693
0 0 0.15511 0 2 0.255064 166.9091
0 0 0.15511 0 2 0.265062 29.24288
0 0 0.15511 0 2 0.275059 57.47656
0 0 0.15511 0 2 0.285055 -24.44734
0 0 0.15511 0 2 0.295057 -99.63336
0 0 0.15511 0 2 0.305058 59.4194
0 0 0.15511 0 2 0.315054 571.2761
0 0 0.165106 0 0 0.007493 -9792.099
0 0 0.165106 0 0 0.016066 7412.914
0 0 0.165106 0 0 0.025663 1852.106
0 0 0.165106 0 0 0.035474 -1656.689
0 0 0.165106 0 0 0.045364 6050.866
0 0 0.165106 0 0 0.055298 76.58677
0 0 0.165106 0 0 0.065259 677.7869
0 0 0.165106 0 0 0.075226 1805.253
0 0 0.165106 0 0 0.0852 2226.405
0 0 0.165106 0 0 0.095179 1505.01
0 0 0.165106 0 0 0.105167 1592.843
0 0 0.165106 0 0 0.115153 821.1297
0 0 0.165106 0 0 0.125138 122.7091
0 0 0.165106 0 0 0.135129 783.5466
0 0 0.165106 0 0 0.145115 884.6814
0 0 0.165106 0 0 0.15511 2406.587
0 0 0.165106 0 0 0.165106 9119.921
0 0 0.165106 0 0 0.175099 2140.446
0 0 0.165106 0 0 0.185092 505.5023
0 0 0.165106 0 0 0.195086 839.7947
0 0 0.165106 0 0 0.205085 524.1841
0 0 0.165106 0 0 0.215079 589.0081
0 0 0.165106 0 0 0.225074 578.0216
0 0 0.165106 0 0 0.235071 573.2619
0 0 0.165106 0 0 0.245068 354.8534
0 0 0.165106 0 0 0.255064 204.7714
0 0 0.165106 0 0 0.265062 438.1329
0 0 0.165106 0 0 0.275059 115.7126
0 0 0.165106 0 0 0.285055 141.5307
0 0 0.165106 0 0 0.295057 155.6183
0 0 0.165106 0 0 0.305058 370.3953
0 0 0.165106 0 0 0.315054 140.9894
0 0 0.165106 0 2 0.007493 -40686.17
0 0 0.165106 0 2 0.016066 -29686.2
0 0 0.165106 0 2 0.025663 -216.9306
0 0 0.165106 0 2 0.035474 -4169.239
0 0 0.165106 0 2 0.045364 -13648.38
0 0 0.165106 0 2 0.055298 -87.21638
0 0 0.165106 0 2 0.065259 -3836.779
0 0 0.165106 0 2 0.075226 -2316.477
0 0 0.165106 0 2 0.0852 -1297.641
0 0 0.165106 0 2 0.095179 -854.4411
0 0 0.165106 0 2 0.105167 1142.164
0 0 0.165106 0 2 0.115153 1399.536
0 0 0.165106 0 2 0.125138 -2.482614
0 0 0.165106 0 2 0.135129 -916.9048
0 0 0.165106 0 2 0.145115 1228.094
0 0 0.165106 0 2 0.15511 1307.412
0 0 0.165106 0 2 0.165106 -246.9419
0 0 0.165106 0 2 0.175099 1974.919
0 0 0.165106 0 2 0.185092 640.555
0 0 0.165106 0 2 0.195086 -174.0986
0 0 0.165106 0 2 0.205085 83.41636
0 0 0.165106 0 2 0.215079 828.0647
0 0 0.165106 0 2 0.225074 574.731
0 0 0.165106 0 2 0.235071 465.7141
0 0 0.165106 0 2 0.245068 636.9924
0 0 0.165106 0 2 0.255064 43.71025
0 0 0.165106 0 2 0.265062 -183.673
0 0 0.165106 0 2 0.275059 385.2986
0 0 0.165106 0 2 0.285055 -160.8736
0 0 0.165106 0 2 0.295057 -147.5355
0 0 0.165106 0 2 0.305058 -632.9039
0 0 0.165106 0 2 0.315054 71.88753
0 0 0.175099 0 0 0.007493 25419.37
0 0 0.175099 0 0 0.016066 4985.974
0 0 0.175099 0 0 0.025663 5468.696
0 0 0.175099 0 0 0.035474 43.18314
0 0 0.175099 0 0 0.045364 3314.643
0 0 0.175099 0 0 0.055298 541.0249
0 0 0.175099 0 0 0.065259 1667.743
0 0 0.175099 0 0 0.075226 2486.982
0 0 0.175099 0 0 0.0852 2103.219
0 0 0.175099 0 0 0.095179 1456.998
0 0 0.175099 0 0 0.105167 1422.393
0 0 0.175099 0 0 0.115153 1161.977
0 0 0.175099 0 0 0.125138 1236.523
0 0 0.175099 0 0 0.135129 1224.953
0 0 0.175099 0 0 0.145115 792.5949
0 0 0.175099 0 0 0.15511 1057.435
0 0 0.175099 0 0 0.165106 2140.446
0 0 0.175099 0 0 0.175099 7681.074
0 0 0.175099 0 0 0.185092 1804.232
0 0 0.175099 0 0 0.195086 188.3881
0 0 0.175099 0 0 0.205085 886.8082
0 0 0.175099 0 0 0.215079 470.1309
0 0 0.175099 0 0 0.225074 405.3473
0 0 0.175099 0 0 0.235071 523.0118
0 0 0.175099 0 0 0.245068 519.7494
0 0 0.175099 0 0 0.255064 248.6795
0 0 0.175099 0 0 0.265062 301.2344
0 0 0.175099 0 0 0.275059 320.7519
0 0 0.175099 0 0 0.285055 342.0878
0 0 0.175099 0 0 0.295057 370.3968
0 0 0.175099 0 0 0.305058 344.826
0 0 0.175099 0 0 0.315054 332.4895
0 0 0.175099 0 2 0.007493 -81026.8
0 0 0.175099 0 2 0.016066 -40207.69
0 0 0.175099 0 2 0.025663 -17006.59
0 0 0.175099 0 2 0.035474 -6972.73
0 0 0.175099 0 2 0.045364 -6191.268
0 0 0.175099 0 2 0.055298 4244.89
0 0 0.175099 0 2 0.065259 3582.017
0 0 0.175099 0 2 0.075226 637.045
0 0 0.175099 0 2 0.0852 3557.871
0 0 0.175099 0 2 0.095179 -1440.41
0 0 0.175099 0 2 0.105167 -340.4902
0 0 0.175099 0 2 0.115153 -1376.024
0 0 0.175099 0 2 0.125138 -14.55403
0 0 0.175099 0 2 0.135129 -1806.502
0 0 0.175099 0 2 0.145115 461.9442
0 0 0.175099 0 2 0.15511 -19.4003
0 0 0.175099 0 2 0.165106 1280.549
0 0 0.175099 0 2 0.175099 -563.4728
0 0 0.175099 0 2 0.185092 1351.46
0 0 0.175099 0 2 0.195086 618.7382
0 0 0.175099 0 2 0.205085 149.9105
0 0 0.175099 0 2 0.215079 238.8095
0 0 0.175099 0 2 0.225074 125.5186
0 0 0.175099 0 2 0.235071 82.62066
0 0 0.175099 0 2 0.245068 10.60913
0 0 0.175099 0 2 0.255064 605.2532
0 0 0.175099 0 2 0.265062 201.3183
0 0 0.175099 0 2 0.275059 360.1451
0 0 0.175099 0 2 0.285055 -52.94442
0 0 0.175099 0 2 0.295057 333.1789
0 0 0.175099 0 2 0.305058 149.7397
0 0 0.175099 0 2 0.315054 -77.96229
0 0 0.185092 0 0 0.007493 695.6457
0 0 0.185092 0 0 0.016066 -102.0151
0 0 0.185092 0 0 0.025663 -4843.752
0 0 0.185092 0 0 0.035474 -2714.911
0 0 0.185092 0 0 0.045364 2492.161
0 0 0.185092 0 0 0.055298 588.3771
0 0 0.185092 0 0 0.065259 1104.593
0 0 0.185092 0 0 0.075226 2287.586
0 0 0.185092 0 0 0.0852 1408.023
0 0 0.185092 0 0 0.095179 1055.411
0 0 0.185092 0 0 0.105167 1094.28
0 0 0.185092 0 0 0.115153 803.4445
0 0 0.185092 0 0 0.125138 524.1328
0 0 0.185092 0 0 0.135129 578.17
0 0 0.185092 0 0 0.145115 742.6723
0 0 0.185092 0 0 0.15511 491.3527
0 0 0.185092 0 0 0.165106 505.5023
0 0 0.185092 0 0 0.175099 1804.232
0 0 0.185092 0 0 0.185092 6712.186
0 0 0.185092 0 0 0.195086 1199.653
0 0 0.185092 0 0 0.205085 816.9794
0 0 0.185092 0 0 0.215079 305.1421
0 0 0.185092 0 0 0.225074 453.411
0 0 0.185092 0 0 0.235071 642.9496
0 0 0.185092 0 0 0.245068 448.0568
0 0 0.185092 0 0 0.255064 318.9355
0 0 0.185092 0 0 0.265062 153.7109
0 0 0.185092 0 0 0.275059 304.7681
0 0 0.185092 0 0 0.285055 284.6465
0 0 0.185092 0 0 0.295057 309.0815
0 0 0.185092 0 0 0.305058 395.4907
0 0 0.185092 0 0 0.315054 327.7622
0 0 0.185092 0 2 0.007493 -2876.02
0 0 0.185092 0 2 0.016066 -12135.09
0 0 0.185092 0 2 0.025663 -612.3289
0 0 0.185092 0 2 0.035474 -1740.764
0 0 0.185092 0 2 0.045364 1669.192
0 0 0.185092 0 2 0.055298 216.2211
0 0 0.185092 0 2 0.065259 2363.438
0 0 0.185092 0 2 0.075226 2059.981
